#-t-Fk-Fk2-stdev-sterr
0.000000 1.0000000000 0.0000000112 0.0000000022
0.010000 0.9999308522 0.0001307140 0.0000251559
0.020000 0.9998250944 0.0002631906 0.0000506511
0.030000 0.9996861646 0.0003999773 0.0000769757
0.040000 0.9995171308 0.0005424091 0.0001043867
0.050000 0.9993212756 0.0006896485 0.0001327229
0.060000 0.9991027231 0.0008387906 0.0001614253
0.070000 0.9988666120 0.0009865298 0.0001898578
0.080000 0.9986185924 0.0011309108 0.0002176439
0.090000 0.9983642440 0.0012713951 0.0002446801
0.100000 0.9981088144 0.0014075122 0.0002708758
0.110000 0.9978574334 0.0015377686 0.0002959437
0.120000 0.9976154636 0.0016598964 0.0003194472
0.130000 0.9973881257 0.0017719360 0.0003410092
0.140000 0.9971795951 0.0018731086 0.0003604799
0.150000 0.9969925637 0.0019636329 0.0003779013
0.160000 0.9968285053 0.0020440542 0.0003933784
0.170000 0.9966878945 0.0021151130 0.0004070537
0.180000 0.9965699858 0.0021782464 0.0004192037
0.190000 0.9964722075 0.0022355579 0.0004302333
0.200000 0.9963897710 0.0022887338 0.0004404670
0.210000 0.9963162603 0.0023378060 0.0004499110
0.220000 0.9962453085 0.0023812188 0.0004582658
0.230000 0.9961721676 0.0024173617 0.0004652215
0.240000 0.9960940525 0.0024457648 0.0004706876
0.250000 0.9960096558 0.0024668447 0.0004747445
0.260000 0.9959187768 0.0024811724 0.0004775018
0.270000 0.9958223575 0.0024895605 0.0004791161
0.280000 0.9957223777 0.0024934397 0.0004798627
0.290000 0.9956214308 0.0024949118 0.0004801460
0.300000 0.9955221436 0.0024967861 0.0004805067
0.400000 0.9946548440 0.0031902808 0.0006139698
0.500000 0.9938136254 0.0041014734 0.0007893289
0.600000 0.9934070141 0.0043410985 0.0008354448
0.700000 0.9936000283 0.0046067692 0.0008865731
0.800000 0.9933519011 0.0053075677 0.0010214419
0.900000 0.9929758491 0.0052002615 0.0010007908
1.000000 0.9928985753 0.0046522200 0.0008953201
1.100000 0.9927163265 0.0042589062 0.0008196269
1.200000 0.9922662775 0.0045570346 0.0008770017
1.300000 0.9918734828 0.0050987143 0.0009812480
1.400000 0.9916142605 0.0061845638 0.0011902199
1.500000 0.9916386959 0.0065674618 0.0012639086
1.600000 0.9905917676 0.0068922693 0.0013264178
1.700000 0.9898064882 0.0071893045 0.0013835823
1.800000 0.9900826388 0.0069905087 0.0013453240
1.900000 0.9904894918 0.0069056783 0.0013289984
2.000000 0.9902695477 0.0071377942 0.0013736691
2.100000 0.9900248256 0.0070629347 0.0013592624
2.200000 0.9897956114 0.0068464508 0.0013176001
2.300000 0.9893956674 0.0067032738 0.0012900456
2.400000 0.9893221998 0.0065068794 0.0012522495
2.500000 0.9891095990 0.0065164369 0.0012540889
2.600000 0.9887540131 0.0069048234 0.0013288339
2.700000 0.9887776943 0.0066577663 0.0012812877
2.800000 0.9887355404 0.0063576158 0.0012235237
2.900000 0.9886064736 0.0063613476 0.0012242419
3.000000 0.9887107713 0.0067904247 0.0013068179
4.000000 0.9849858789 0.0095510682 0.0018381039
5.000000 0.9833276447 0.0088369683 0.0017006753
6.000000 0.9830380942 0.0091666819 0.0017641288
7.000000 0.9826811454 0.0083887641 0.0016144184
8.000000 0.9806124308 0.0105607675 0.0020324206
9.000000 0.9817733494 0.0117280393 0.0022570622
10.000000 0.9791166526 0.0115200033 0.0022170257
