#-t-k-Skff-Skdiff
1.000000 0.023250 0.0000856227
1.000000 0.046500 0.0000918117
1.000000 0.069749 0.0000552013
1.000000 0.092999 0.0000628089
1.000000 0.116249 0.0000921812
1.000000 0.139499 0.0001023104
1.000000 0.162748 0.0000341443
1.000000 0.185998 0.0000660721
1.000000 0.209248 0.0000542266
1.000000 0.232498 0.0000478129
1.000000 0.255747 0.0000263734
1.000000 0.278997 0.0000308116
1.000000 0.302247 0.0000304894
1.000000 0.325497 0.0000303820
1.000000 0.348747 0.0000207468
1.000000 0.371996 0.0000171395
1.000000 0.395246 0.0000185563
1.000000 0.418496 0.0000144222
1.000000 0.441746 0.0000181662
1.000000 0.464995 0.0000200247
1.000000 0.488245 0.0000204085
1.000000 0.511495 0.0000188875
1.000000 0.534745 0.0000219894
1.000000 0.557995 0.0000206841
1.000000 0.581244 0.0000208883
1.000000 0.604494 0.0000287900
1.000000 0.627744 0.0000249148
1.000000 0.650994 0.0000346318
1.000000 0.674243 0.0000275170
1.000000 0.697493 0.0000318437
1.000000 0.720743 0.0000351978
1.000000 0.743993 0.0000336396
1.000000 0.767242 0.0000380619
1.000000 0.790492 0.0000343325
1.000000 0.813742 0.0000424088
1.000000 0.836992 0.0000395988
1.000000 0.860242 0.0000387269
1.000000 0.883491 0.0000394164
1.000000 0.906741 0.0000388246
1.000000 0.929991 0.0000409116
1.000000 0.953241 0.0000369470
1.000000 0.976490 0.0000396441
1.000000 0.999740 0.0000338527
1.000000 1.022990 0.0000393258
1.000000 1.046240 0.0000351098
1.000000 1.069490 0.0000313120
1.000000 1.092739 0.0000379226
1.000000 1.115989 0.0000356560
1.000000 1.139239 0.0000415795
1.000000 1.162489 0.0000357042

2.000000 0.023250 0.0001701780
2.000000 0.046500 0.0001438817
2.000000 0.069749 0.0000661883
2.000000 0.092999 0.0000728518
2.000000 0.116249 0.0000686442
2.000000 0.139499 0.0001546512
2.000000 0.162748 0.0000747419
2.000000 0.185998 0.0000533162
2.000000 0.209248 0.0000743004
2.000000 0.232498 0.0000515011
2.000000 0.255747 0.0000475937
2.000000 0.278997 0.0000465774
2.000000 0.302247 0.0000447479
2.000000 0.325497 0.0000357288
2.000000 0.348747 0.0000331671
2.000000 0.371996 0.0000235992
2.000000 0.395246 0.0000211303
2.000000 0.418496 0.0000196446
2.000000 0.441746 0.0000194164
2.000000 0.464995 0.0000235934
2.000000 0.488245 0.0000258846
2.000000 0.511495 0.0000215158
2.000000 0.534745 0.0000241780
2.000000 0.557995 0.0000276958
2.000000 0.581244 0.0000279088
2.000000 0.604494 0.0000287008
2.000000 0.627744 0.0000274639
2.000000 0.650994 0.0000344313
2.000000 0.674243 0.0000329639
2.000000 0.697493 0.0000370798
2.000000 0.720743 0.0000378664
2.000000 0.743993 0.0000375193
2.000000 0.767242 0.0000414008
2.000000 0.790492 0.0000493502
2.000000 0.813742 0.0000444186
2.000000 0.836992 0.0000466504
2.000000 0.860242 0.0000555768
2.000000 0.883491 0.0000491782
2.000000 0.906741 0.0000418917
2.000000 0.929991 0.0000449499
2.000000 0.953241 0.0000466255
2.000000 0.976490 0.0000512662
2.000000 0.999740 0.0000476904
2.000000 1.022990 0.0000455629
2.000000 1.046240 0.0000462371
2.000000 1.069490 0.0000516323
2.000000 1.092739 0.0000415622
2.000000 1.115989 0.0000489647
2.000000 1.139239 0.0000569791
2.000000 1.162489 0.0000524307

3.000000 0.023250 0.0001027373
3.000000 0.046500 0.0000887201
3.000000 0.069749 0.0000405202
3.000000 0.092999 0.0000751740
3.000000 0.116249 0.0000619098
3.000000 0.139499 0.0000735605
3.000000 0.162748 0.0000584518
3.000000 0.185998 0.0000673059
3.000000 0.209248 0.0000498334
3.000000 0.232498 0.0000464486
3.000000 0.255747 0.0000371678
3.000000 0.278997 0.0000414240
3.000000 0.302247 0.0000327278
3.000000 0.325497 0.0000360704
3.000000 0.348747 0.0000240933
3.000000 0.371996 0.0000246829
3.000000 0.395246 0.0000245842
3.000000 0.418496 0.0000205794
3.000000 0.441746 0.0000225740
3.000000 0.464995 0.0000252399
3.000000 0.488245 0.0000219325
3.000000 0.511495 0.0000177290
3.000000 0.534745 0.0000249213
3.000000 0.557995 0.0000321665
3.000000 0.581244 0.0000260051
3.000000 0.604494 0.0000292421
3.000000 0.627744 0.0000284582
3.000000 0.650994 0.0000296261
3.000000 0.674243 0.0000331914
3.000000 0.697493 0.0000367817
3.000000 0.720743 0.0000403012
3.000000 0.743993 0.0000333072
3.000000 0.767242 0.0000319674
3.000000 0.790492 0.0000362869
3.000000 0.813742 0.0000473337
3.000000 0.836992 0.0000385220
3.000000 0.860242 0.0000443332
3.000000 0.883491 0.0000406731
3.000000 0.906741 0.0000437786
3.000000 0.929991 0.0000442982
3.000000 0.953241 0.0000355890
3.000000 0.976490 0.0000422862
3.000000 0.999740 0.0000394987
3.000000 1.022990 0.0000444101
3.000000 1.046240 0.0000430833
3.000000 1.069490 0.0000392908
3.000000 1.092739 0.0000341435
3.000000 1.115989 0.0000446869
3.000000 1.139239 0.0000460407
3.000000 1.162489 0.0000369273

4.000000 0.023250 0.0000365190
4.000000 0.046500 0.0001488740
4.000000 0.069749 0.0000825268
4.000000 0.092999 0.0000695368
4.000000 0.116249 0.0000697695
4.000000 0.139499 0.0000776788
4.000000 0.162748 0.0000637363
4.000000 0.185998 0.0000622991
4.000000 0.209248 0.0000532965
4.000000 0.232498 0.0000690263
4.000000 0.255747 0.0000449650
4.000000 0.278997 0.0000414217
4.000000 0.302247 0.0000340454
4.000000 0.325497 0.0000279458
4.000000 0.348747 0.0000192475
4.000000 0.371996 0.0000278474
4.000000 0.395246 0.0000203453
4.000000 0.418496 0.0000226222
4.000000 0.441746 0.0000213125
4.000000 0.464995 0.0000195925
4.000000 0.488245 0.0000192725
4.000000 0.511495 0.0000187918
4.000000 0.534745 0.0000196500
4.000000 0.557995 0.0000257600
4.000000 0.581244 0.0000224809
4.000000 0.604494 0.0000299692
4.000000 0.627744 0.0000284463
4.000000 0.650994 0.0000344123
4.000000 0.674243 0.0000377449
4.000000 0.697493 0.0000387385
4.000000 0.720743 0.0000319078
4.000000 0.743993 0.0000379495
4.000000 0.767242 0.0000362783
4.000000 0.790492 0.0000405481
4.000000 0.813742 0.0000438573
4.000000 0.836992 0.0000358457
4.000000 0.860242 0.0000384425
4.000000 0.883491 0.0000463540
4.000000 0.906741 0.0000426447
4.000000 0.929991 0.0000481690
4.000000 0.953241 0.0000415243
4.000000 0.976490 0.0000434953
4.000000 0.999740 0.0000448925
4.000000 1.022990 0.0000508092
4.000000 1.046240 0.0000484379
4.000000 1.069490 0.0000440929
4.000000 1.092739 0.0000411754
