#-t-k-Skff-Skdiff
10.000000 0.023250 0.0000237243
10.000000 0.046500 0.0000101312
10.000000 0.069749 0.0000246532
10.000000 0.092999 0.0000136167
10.000000 0.116249 0.0000090227
10.000000 0.139499 0.0000168485
10.000000 0.162748 0.0000134372
10.000000 0.185998 0.0000098364
10.000000 0.209248 0.0000138977
10.000000 0.232498 0.0000094316
10.000000 0.255747 0.0000078615
10.000000 0.278997 0.0000068288
10.000000 0.302247 0.0000067437
10.000000 0.325497 0.0000050215
10.000000 0.348747 0.0000049940
10.000000 0.371996 0.0000042552
10.000000 0.395246 0.0000037141
10.000000 0.418496 0.0000040508
10.000000 0.441746 0.0000043456
10.000000 0.464995 0.0000034163
10.000000 0.488245 0.0000039949
10.000000 0.511495 0.0000045921
10.000000 0.534745 0.0000041760
10.000000 0.557995 0.0000044215
10.000000 0.581244 0.0000056749
10.000000 0.604494 0.0000054708
10.000000 0.627744 0.0000063066
10.000000 0.650994 0.0000065986
10.000000 0.674243 0.0000063230
10.000000 0.697493 0.0000072203
10.000000 0.720743 0.0000065646
10.000000 0.743993 0.0000069274
10.000000 0.767242 0.0000086883
10.000000 0.790492 0.0000069584
10.000000 0.813742 0.0000081211
10.000000 0.836992 0.0000078544
10.000000 0.860242 0.0000078239
10.000000 0.883491 0.0000074801
10.000000 0.906741 0.0000070475
10.000000 0.929991 0.0000071509
10.000000 0.953241 0.0000085132
10.000000 0.976490 0.0000084560
10.000000 0.999740 0.0000086306
10.000000 1.022990 0.0000077204
10.000000 1.046240 0.0000069603
10.000000 1.069490 0.0000070957
10.000000 1.092739 0.0000068309
10.000000 1.115989 0.0000071165
10.000000 1.139239 0.0000078217
10.000000 1.162489 0.0000085946

20.000000 0.023250 0.0000225277
20.000000 0.046500 0.0000214469
20.000000 0.069749 0.0000144131
20.000000 0.092999 0.0000186370
20.000000 0.116249 0.0000135883
20.000000 0.139499 0.0000134809
20.000000 0.162748 0.0000151822
20.000000 0.185998 0.0000085260
20.000000 0.209248 0.0000088936
20.000000 0.232498 0.0000086104
20.000000 0.255747 0.0000064001
20.000000 0.278997 0.0000073248
20.000000 0.302247 0.0000077325
20.000000 0.325497 0.0000063306
20.000000 0.348747 0.0000067211
