#-t-k-Skff-Skdiff-SkdiffCR-Skbbond
10.000000 0.023250 0.0086223301 2.4753895713 0.6417828537 0.0691558198
10.000000 0.046500 0.0074112842 1.8790912724 0.5153522893 0.0622030463
10.000000 0.069749 0.0071116082 1.4238688167 0.4193811427 0.0614814223
10.000000 0.092999 0.0071192919 1.1771931931 0.3779385512 0.0588971351
10.000000 0.116249 0.0071697036 1.0313813488 0.3700346068 0.0589155207
10.000000 0.139499 0.0068597154 0.9680393336 0.3877126765 0.0577075049
10.000000 0.162748 0.0065333075 0.9162069380 0.4100221956 0.0552534413
10.000000 0.185998 0.0063322747 0.8478817305 0.4269385762 0.0540718708
10.000000 0.209248 0.0062112111 0.7760457773 0.4357960809 0.0532385229
10.000000 0.232498 0.0060737906 0.7122892351 0.4438247423 0.0528041877
10.000000 0.255747 0.0059382878 0.6598628699 0.4543001690 0.0519493074
10.000000 0.278997 0.0057548942 0.6060192701 0.4573563677 0.0507175548
10.000000 0.302247 0.0055562960 0.5567486221 0.4615544427 0.0496688199
10.000000 0.325497 0.0053900406 0.5099127712 0.4609558744 0.0488924357
10.000000 0.348747 0.0052765066 0.4708294189 0.4572323832 0.0480972445
10.000000 0.371996 0.0051181353 0.4367248656 0.4531562856 0.0470713500
10.000000 0.395246 0.0050011743 0.4074177529 0.4493263524 0.0463056473
10.000000 0.418496 0.0048870060 0.3785347984 0.4421611457 0.0451906606
10.000000 0.441746 0.0047599504 0.3553876132 0.4350592857 0.0445081686
10.000000 0.464995 0.0046672088 0.3357133748 0.4271335153 0.0436635821
10.000000 0.488245 0.0045650977 0.3197158356 0.4207154842 0.0427609790
10.000000 0.511495 0.0044799546 0.3045745638 0.4118646297 0.0422212625
10.000000 0.534745 0.0043909087 0.2947377147 0.4063230859 0.0415406809
10.000000 0.557995 0.0043854907 0.2885901712 0.4028669993 0.0408415594
10.000000 0.581244 0.0043340903 0.2845654406 0.4005132805 0.0400893334
10.000000 0.604494 0.0043040788 0.2831527227 0.3984427975 0.0396770270
10.000000 0.627744 0.0043186314 0.2835359392 0.3972883079 0.0390332687
10.000000 0.650994 0.0043200239 0.2871912544 0.3973667924 0.0388510487
10.000000 0.674243 0.0043182761 0.2916778779 0.3973576318 0.0381663880
10.000000 0.697493 0.0043435862 0.2991484878 0.3991740723 0.0377454701
10.000000 0.720743 0.0043979500 0.3090604077 0.4012803427 0.0374301878
10.000000 0.743993 0.0044123459 0.3226833727 0.4059374575 0.0371044331
