#-t-MSD-MSDCR-survive-Fkv-Fkvv-FkvvCR-etime
100.000000 1.056005 0.817682 0.953468 0.946735 0.497042 0.550277 0.630938
200.000000 1.384339 0.921855 0.913630 0.925050 0.408877 0.515801 0.623055
300.000000 1.572492 0.956686 0.875837 0.909438 0.362786 0.500518 0.621284
400.000000 1.705298 0.984315 0.839825 0.896965 0.332793 0.487539 0.620616
500.000000 1.809932 1.009179 0.805478 0.885843 0.310581 0.475684 0.620314
600.000000 1.895337 1.034439 0.772633 0.876382 0.293111 0.464351 0.620297
700.000000 1.965220 1.057551 0.741225 0.868066 0.279219 0.453860 0.619730
800.000000 2.027016 1.081253 0.711183 0.860583 0.267490 0.443806 0.620262
900.000000 2.080402 1.103256 0.682437 0.853325 0.257510 0.434535 0.620142
1000.000000 2.129984 1.126651 0.654922 0.846836 0.248563 0.425390 0.620280
1100.000000 2.173037 1.149276 0.628552 0.840887 0.240924 0.416894 0.620207
1200.000000 2.211027 1.171870 0.603260 0.835486 0.234167 0.408846 0.620201
1300.000000 2.246089 1.194141 0.579026 0.829967 0.228050 0.401091 0.620031
1400.000000 2.279788 1.216613 0.555807 0.824767 0.222509 0.393788 0.620476
1500.000000 2.314337 1.240531 0.533565 0.819521 0.217270 0.386678 0.620510
1600.000000 2.345324 1.262903 0.512218 0.814615 0.212527 0.380049 0.620714
1700.000000 2.374613 1.286165 0.491710 0.809984 0.208213 0.373589 0.620194
1800.000000 2.401963 1.308837 0.472035 0.805427 0.204290 0.367570 0.620036
1900.000000 2.427287 1.331193 0.453151 0.801530 0.200658 0.361835 0.620068
2000.000000 2.449538 1.353144 0.435051 0.797410 0.197394 0.356372 0.620343
2100.000000 2.471063 1.374724 0.417659 0.793632 0.194356 0.351294 0.619949
2200.000000 2.494677 1.398181 0.400961 0.789933 0.191236 0.346206 0.620349
2300.000000 2.517789 1.420781 0.384929 0.786471 0.188436 0.341523 0.620458
2400.000000 2.540007 1.444152 0.369543 0.782960 0.185751 0.336972 0.620611
2500.000000 2.560177 1.466726 0.354799 0.779501 0.183355 0.332755 0.620305
2600.000000 2.578567 1.488204 0.340659 0.776169 0.181116 0.328755 0.620695
2700.000000 2.597285 1.511244 0.327096 0.773077 0.178992 0.324954 0.620413
2800.000000 2.614473 1.532705 0.314063 0.770182 0.176975 0.321308 0.620317
2900.000000 2.631625 1.554749 0.301562 0.767295 0.175116 0.317856 0.621265
