#-t-MSD1-MSD2-MSDCR1-MSDCR2-survive-Fkv-Fkvv-FkvvCR
10.000000 0.778862 0.000000 0.734314 0.000000 0.961531 0.881645 0.540918 0.558587
20.000000 1.169391 0.021841 1.051232 0.023084 0.944856 0.824435 0.403845 0.439275
30.000000 1.472692 0.043112 1.266946 0.046783 0.929569 0.780067 0.320812 0.371257
40.000000 1.730043 0.063800 1.444468 0.069823 0.914810 0.743151 0.263613 0.322831
50.000000 1.960622 0.084142 1.602084 0.092469 0.900453 0.711091 0.221070 0.285004
60.000000 2.179241 0.104214 1.747268 0.114793 0.886452 0.681103 0.187280 0.254272
70.000000 2.385400 0.124124 1.884690 0.136914 0.872774 0.653991 0.160231 0.228416
80.000000 2.582249 0.143898 2.015676 0.158847 0.859381 0.628521 0.138103 0.206242
90.000000 2.771170 0.163522 2.143123 0.180595 0.846265 0.605062 0.119904 0.186899
100.000000 2.952369 0.183039 2.267065 0.202198 0.833414 0.583184 0.104765 0.169937
110.000000 3.128002 0.202472 2.389382 0.223693 0.820799 0.562987 0.091966 0.154827
120.000000 3.299795 0.221871 2.508261 0.245113 0.808425 0.543590 0.081010 0.141474
130.000000 3.472560 0.241170 2.627351 0.266370 0.796279 0.524955 0.071376 0.129381
140.000000 3.641453 0.260433 2.744166 0.287536 0.784355 0.507281 0.063139 0.118552
150.000000 3.805814 0.279607 2.860260 0.308584 0.772637 0.490667 0.056083 0.108816
160.000000 3.965107 0.298764 2.974739 0.329598 0.761112 0.475613 0.050056 0.100020
170.000000 4.125146 0.317870 3.089695 0.350526 0.749794 0.460698 0.044684 0.092022
180.000000 4.284013 0.336983 3.203916 0.371443 0.738660 0.446519 0.039936 0.084699
190.000000 4.442307 0.356059 3.317442 0.392285 0.727717 0.432868 0.035753 0.078059
200.000000 4.597877 0.375111 3.430553 0.413065 0.716969 0.419859 0.032092 0.072007
210.000000 4.750976 0.394219 3.542425 0.433868 0.706394 0.407621 0.028876 0.066508
220.000000 4.903327 0.413294 3.654562 0.454658 0.695993 0.395817 0.026021 0.061502
230.000000 5.055442 0.432263 3.766227 0.475307 0.685765 0.384053 0.023412 0.056817
240.000000 5.207573 0.451206 3.878047 0.495883 0.675701 0.372923 0.021122 0.052606
250.000000 5.358756 0.470129 3.989850 0.516409 0.665797 0.362286 0.019108 0.048707
260.000000 5.509082 0.489037 4.101235 0.536870 0.656037 0.352539 0.017293 0.045146
270.000000 5.656659 0.507910 4.211871 0.557294 0.646444 0.342921 0.015682 0.041874
280.000000 5.804421 0.526778 4.323747 0.577653 0.636999 0.334055 0.014236 0.038845
290.000000 5.951360 0.545619 4.434787 0.597996 0.627706 0.324977 0.012922 0.036059
300.000000 6.098494 0.564512 4.545983 0.618362 0.618557 0.316112 0.011739 0.033469
310.000000 6.244865 0.583392 4.656517 0.638692 0.609562 0.307581 0.010702 0.031154
320.000000 6.389353 0.602346 4.766978 0.659023 0.600713 0.299309 0.009775 0.028978
330.000000 6.534943 0.621259 4.879028 0.679295 0.591991 0.291141 0.008916 0.026929
340.000000 6.679611 0.640199 4.990328 0.699623 0.583411 0.283285 0.008146 0.025077
350.000000 6.824227 0.659036 5.101587 0.719803 0.574962 0.275725 0.007438 0.023331
360.000000 6.968271 0.677811 5.213254 0.739908 0.566638 0.268580 0.006805 0.021737
370.000000 7.112271 0.696516 5.324963 0.759915 0.558440 0.261641 0.006228 0.020252
380.000000 7.255983 0.715171 5.437260 0.779885 0.550375 0.254949 0.005706 0.018881
390.000000 7.400836 0.733817 5.550691 0.799807 0.542425 0.248456 0.005227 0.017570
400.000000 7.545290 0.752493 5.664073 0.819771 0.534598 0.242106 0.004786 0.016374
410.000000 7.690227 0.771217 5.777272 0.839778 0.526882 0.235677 0.004392 0.015275
420.000000 7.833535 0.789905 5.889971 0.859748 0.519280 0.229669 0.004032 0.014227
430.000000 7.976670 0.808576 6.004235 0.879655 0.511792 0.223945 0.003713 0.013266
440.000000 8.120133 0.827225 6.117963 0.899551 0.504417 0.217777 0.003413 0.012353
450.000000 8.262784 0.845826 6.232141 0.919359 0.497143 0.212120 0.003144 0.011530
460.000000 8.404818 0.864413 6.346534 0.939128 0.489977 0.206970 0.002902 0.010765
470.000000 8.546248 0.882951 6.460080 0.958830 0.482924 0.201899 0.002688 0.010059
480.000000 8.687491 0.901522 6.574726 0.978566 0.475980 0.196602 0.002482 0.009402
490.000000 8.828661 0.920079 6.689329 0.998312 0.469145 0.191636 0.002300 0.008788
500.000000 8.969682 0.938606 6.804101 1.018038 0.462408 0.186807 0.002127 0.008208
510.000000 9.110060 0.957114 6.918438 1.037670 0.455769 0.182082 0.001974 0.007670
520.000000 9.250148 0.975621 7.032824 1.057284 0.449231 0.177441 0.001833 0.007169
530.000000 9.389225 0.994059 7.147020 1.076851 0.442789 0.172667 0.001706 0.006711
540.000000 9.528733 1.012596 7.261841 1.096508 0.436442 0.168145 0.001580 0.006281
550.000000 9.668399 1.031132 7.376389 1.116166 0.430190 0.163831 0.001471 0.005890
560.000000 9.808424 1.049619 7.491693 1.135763 0.424030 0.159485 0.001368 0.005508
570.000000 9.946916 1.068191 7.606732 1.155360 0.417964 0.155519 0.001270 0.005156
580.000000 10.086000 1.086745 7.722672 1.174945 0.411995 0.151579 0.001181 0.004824
590.000000 10.224685 1.105232 7.837888 1.194465 0.406105 0.147960 0.001106 0.004527
600.000000 10.364554 1.123703 7.953561 1.213976 0.400303 0.144565 0.001029 0.004242
610.000000 10.503211 1.142242 8.069705 1.233575 0.394591 0.140943 0.000963 0.003970
620.000000 10.642516 1.160731 8.186357 1.253087 0.388961 0.137129 0.000900 0.003722
630.000000 10.781076 1.179323 8.302894 1.272714 0.383413 0.133606 0.000842 0.003486
640.000000 10.920181 1.197864 8.420310 1.292264 0.377948 0.130213 0.000789 0.003270
650.000000 11.058429 1.216370 8.536837 1.311719 0.372568 0.126907 0.000738 0.003063
660.000000 11.196821 1.234789 8.654292 1.331118 0.367267 0.123692 0.000695 0.002877
670.000000 11.336684 1.253286 8.770815 1.350567 0.362050 0.120492 0.000655 0.002702
