#-t-bbondv
100.000000 5.468000
200.000000 6.346667
300.000000 6.789333
400.000000 7.097333
500.000000 7.329333
600.000000 7.546000
700.000000 7.682000
800.000000 7.799333
900.000000 7.935333
1000.000000 8.055333
1100.000000 8.155333
1200.000000 8.244667
1300.000000 8.339333
1400.000000 8.419333
1500.000000 8.493333
1600.000000 8.572667
1700.000000 8.623333
1800.000000 8.689333
1900.000000 8.735333
2000.000000 8.790000
2100.000000 8.846000
2200.000000 8.899333
2300.000000 8.971333
2400.000000 9.019333
2500.000000 9.079333
2600.000000 9.126667
2700.000000 9.182000
2800.000000 9.248000
2900.000000 9.328667
3000.000000 9.380667
3100.000000 9.435333
3200.000000 9.495333
3300.000000 9.522000
3400.000000 9.563333
3500.000000 9.618000
3600.000000 9.654000
3700.000000 9.711333
3800.000000 9.746000
3900.000000 9.806000
4000.000000 9.840667
4100.000000 9.870000
4200.000000 9.922000
4300.000000 9.975333
4400.000000 10.026000
4500.000000 10.071333
4600.000000 10.116667
4700.000000 10.140667
4800.000000 10.168667
4900.000000 10.202000
5000.000000 10.231333
5100.000000 10.263333
5200.000000 10.275333
5300.000000 10.307333
5400.000000 10.323333
5500.000000 10.339333
5600.000000 10.354000
5700.000000 10.371333
5800.000000 10.391333
5900.000000 10.414000
6000.000000 10.416667
6100.000000 10.438000
6200.000000 10.467333
6300.000000 10.486000
6400.000000 10.524000
6500.000000 10.563333
6600.000000 10.604667
6700.000000 10.648667
6800.000000 10.680667
6900.000000 10.700667
7000.000000 10.719333
7100.000000 10.751333
7200.000000 10.763333
7300.000000 10.784667
7400.000000 10.814000
7500.000000 10.826000
7600.000000 10.846000
7700.000000 10.874000
7800.000000 10.898000
7900.000000 10.915333
8000.000000 10.939333
8100.000000 10.948667
8200.000000 10.974000
8300.000000 10.995333
8400.000000 11.022000
8500.000000 11.031333
8600.000000 11.054000
8700.000000 11.068667
8800.000000 11.080667
8900.000000 11.091333
9000.000000 11.110000
9100.000000 11.132667
9200.000000 11.148667
9300.000000 11.166000
9400.000000 11.191333
9500.000000 11.210000
9600.000000 11.224667
9700.000000 11.247333
9800.000000 11.267333
9900.000000 11.288667
10000.000000 11.298000
10100.000000 11.308667
10200.000000 11.327333
10300.000000 11.344667
10400.000000 11.360667
10500.000000 11.376667
10600.000000 11.407333
10700.000000 11.424667
10800.000000 11.442000
10900.000000 11.470000
11000.000000 11.494000
11100.000000 11.522000
11200.000000 11.546000
11300.000000 11.575333
11400.000000 11.596667
11500.000000 11.626000
11600.000000 11.642000
11700.000000 11.670000
11800.000000 11.688667
11900.000000 11.707333
12000.000000 11.728667
12100.000000 11.744667
12200.000000 11.759333
12300.000000 11.776000
12400.000000 11.787333
12500.000000 11.807333
12600.000000 11.814000
12700.000000 11.827333
12800.000000 11.842000
12900.000000 11.854000
13000.000000 11.864667
13100.000000 11.860667
13200.000000 11.864667
13300.000000 11.880667
13400.000000 11.888667
13500.000000 11.904667
13600.000000 11.911333
13700.000000 11.918000
13800.000000 11.936667
13900.000000 11.939333
14000.000000 11.963333
14100.000000 11.970000
14200.000000 11.970000
14300.000000 11.978000
14400.000000 11.983333
14500.000000 12.000667
14600.000000 12.020667
14700.000000 12.027333
14800.000000 12.027333
14900.000000 12.027333
15000.000000 12.034000
15100.000000 12.031333
15200.000000 12.040667
15300.000000 12.047333
15400.000000 12.055333
15500.000000 12.063333
15600.000000 12.073333
15700.000000 12.074000
15800.000000 12.079333
15900.000000 12.083333
16000.000000 12.102667
16100.000000 12.103333
16200.000000 12.098000
16300.000000 12.112667
16400.000000 12.116667
16500.000000 12.123333
16600.000000 12.111333
16700.000000 12.119333
16800.000000 12.118000
16900.000000 12.115333
17000.000000 12.112667
17100.000000 12.107333
17200.000000 12.108667
17300.000000 12.107333
17400.000000 12.099333
17500.000000 12.107333
17600.000000 12.101333
17700.000000 12.108667
17800.000000 12.108000
17900.000000 12.116667
18000.000000 12.121333
18100.000000 12.108000
18200.000000 12.118667
18300.000000 12.116000
18400.000000 12.124000
18500.000000 12.124000
18600.000000 12.124000
18700.000000 12.122667
18800.000000 12.121333
18900.000000 12.114667
19000.000000 12.113333
19100.000000 12.117333
19200.000000 12.114667
19300.000000 12.120000
19400.000000 12.126667
19500.000000 12.124000
19600.000000 12.134667
19700.000000 12.138667
19800.000000 12.148000
19900.000000 12.152000
20000.000000 12.145333
20100.000000 12.142000
20200.000000 12.146667
20300.000000 12.148000
20400.000000 12.148000
20500.000000 12.142667
20600.000000 12.136667
20700.000000 12.138667
20800.000000 12.140000
20900.000000 12.142667
21000.000000 12.150667
21100.000000 12.153333
21200.000000 12.142667
21300.000000 12.141333
21400.000000 12.146667
21500.000000 12.156000
21600.000000 12.158667
21700.000000 12.146667
21800.000000 12.150667
21900.000000 12.161333
22000.000000 12.158667
22100.000000 12.158000
22200.000000 12.170000
22300.000000 12.174667
22400.000000 12.173333
22500.000000 12.177333
22600.000000 12.176000
22700.000000 12.178667
22800.000000 12.189333
22900.000000 12.200000
23000.000000 12.196000
23100.000000 12.202667
23200.000000 12.212000
23300.000000 12.220000
23400.000000 12.221333
23500.000000 12.230000
23600.000000 12.232667
23700.000000 12.236667
23800.000000 12.243333
23900.000000 12.250000
24000.000000 12.258000
24100.000000 12.260667
24200.000000 12.267333
24300.000000 12.272667
24400.000000 12.279333
24500.000000 12.291333
24600.000000 12.299333
24700.000000 12.300667
24800.000000 12.310000
24900.000000 12.309333
25000.000000 12.318000
25100.000000 12.320000
25200.000000 12.336000
25300.000000 12.348000
25400.000000 12.360000
25500.000000 12.363333
25600.000000 12.366667
25700.000000 12.370667
25800.000000 12.378667
25900.000000 12.378667
26000.000000 12.389333
26100.000000 12.397333
